"CÓD. 
DEP.",DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,"GRUPO 
DE CULTIVO","SUBGRUPO 
DE CULTIVO",CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,AÑO,PERIODO,"Área Sembrada
(ha)","Área Cosechada
(ha)","Producción
(t)","Rendimiento
(t/ha)",ESTADO FISICO PRODUCCION,"NOMBRE 
CIENTIFICO",CICLO DE CULTIVO
68,SANTANDER,68686,SAN MIGUEL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,10,10,80,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68320,GUADALUPE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,9,1,5,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68001,BUCARAMANGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,6,5,40,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68266,ENCISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,6,6,48,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68432,MALAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68468,MOLAGAVITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,4,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68250,EL PEÑON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68684,SAN JOSE DE MIRANDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
68,SANTANDER,68245,EL GUACAMAYO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3,2,14,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70508,OVEJAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,560,530,2295,4.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70230,CHALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,62,31,651,21,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70204,COLOSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,25,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
70,SUCRE,70678,SAN BENITO ABAD,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,1,1,2,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73283,FRESNO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3970,3078,30780,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73443,MARIQUITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,1008,920,16100,17.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73520,PALOCABILDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,308,105,1500,14.29,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73026,ALVARADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,282,244,2723,11.16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73043,ANZOATEGUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,215,154,1457,9.46,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73411,LIBANO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,197,197,985,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73168,CHAPARRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,165,170,340,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73270,FALAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,160,119,1880,15.8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73001,IBAGUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,159,82,845,10.3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73616,RIOBLANCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,149,81,81,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73678,SAN LUIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,140,125,1250,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73504,ORTEGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,127,100,1000,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73622,RONCESVALLES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,114,80,310,3.88,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73152,CASABIANCA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,112,48,480,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73067,ATACO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,105,70,210,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73347,HERVEO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,104,50,500,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73055,ARMERO (GUAYABAL),FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,97,51,816,16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73555,PLANADAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,78,13,130,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73624,ROVIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,65,65,780,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73861,VENADILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,42,30,780,26,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73675,SAN ANTONIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,30,30,300,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73408,LERIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,17,5,88,17.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73854,VALLE DE SAN JUAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,17,17,136,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73870,VILLAHERMOSA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
73,TOLIMA,73483,NATAGAIMA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,2,1,5,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76122,CAICEDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,226,201,3015,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76054,ARGELIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,191,103,515,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76126,CALIMA EL DARIEN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,150,150,2250,15,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76890,YOTOCO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,111,95,1188,12.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76020,ALCALA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,67,65,195,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76845,ULLOA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,55,11,162,15.1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76520,PALMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,51,51,510,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76606,RESTREPO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,51,43,366,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76233,DAGUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,50,50,350,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76318,GUACARI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,48,48,480,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76622,ROLDANILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,39,37,367,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76113,BUGALAGRANDE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,37,37,370,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76100,BOLIVAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,34,29,203,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76246,EL CAIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,31,14,69,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76828,TRUJILLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,29,29,270,9.31,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76892,YUMBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,29,21,390,18.57,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76041,ANSERMANUEVO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,27,13,159,12.6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76036,ANDALUCIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,26,16,130,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76834,TULUA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,24,24,189,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76670,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,21,14,129,9.2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76869,VIJES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,21,15,167,11,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76248,EL CERRITO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,18,13,103,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76001,CALI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,15,15,120,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76111,BUGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,14,13,117,9,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76497,OBANDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,12,4,42,9.75,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76823,TORO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,11,8,64,8.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76403,LA VICTORIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,10,1,10,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76364,JAMUNDI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,10,4,52,12,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76563,PRADERA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,6,4,40,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76147,CARTAGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76243,EL AGUILA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3,1,9,8.75,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
76,VALLE DEL CAUCA,76275,FLORIDA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2010,2010,3,2,36,18,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5607,RETIRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,757,281,4350,15.47,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5679,SANTA BARBARA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,705,405,4000,9.88,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5756,SONSON,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,454,224,2360,10.54,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5148,CARMEN DE VIBORAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,370,195,1560,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5318,GUARNE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,330,162,1808,11.16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5490,NECOCLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,273,231,2310,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5541,PEÑOL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,264,125,750,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5837,TURBO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,248,106,1060,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5002,ABEJORRAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,239,104,208,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5467,MONTEBELLO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,209,119,714,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5045,APARTADO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,206,98,980,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5615,RIONEGRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,200,200,1500,7.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5440,MARINILLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,140,80,820,10.25,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5376,LA CEJA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,133,85,1360,16,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5030,AMAGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,132,132,660,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5664,SAN PEDRO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,103,13,130,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5368,JERICO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,100,5,30,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5364,JARDIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,97,61,305,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5674,SAN VICENTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,97,45,450,10,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5847,URRAO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,79,23,184,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5206,CONCEPCION,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,77,22,132,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5697,SANTUARIO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,67,6,42,7,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5887,YARUMAL,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,66,2,16,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5789,TAMESIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,60,58,248,4.26,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5237,DON MATIAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,60,11,66,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5861,VENECIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,56,55,330,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5282,FREDONIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,49,47,165,3.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5543,PEQUE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,42,25,63,2.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5411,LIBORINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,40,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5145,CARAMANTA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,38,5,15,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5792,TARSO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,37,14,58,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5059,ARMENIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,35,15,50,3.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5036,ANGELOPOLIS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,34,25,346,13.84,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5093,BETULIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,34,24,72,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5642,SALGAR,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,31,12,100,8.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5631,SABANETA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,28,28,140,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5819,TOLEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,26,22,66,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5483,NARIÑO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,24,9,54,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5284,FRONTINO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,23,3,3,1,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5856,VALPARAISO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,22,18,144,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5125,CAICEDO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5313,GRANADA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5361,ITUANGO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5656,SAN JERONIMO,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,15,60,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5809,TITIRIBI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,10,80,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5873,VIGIA DEL FUERTE,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,20,18,220,12.22,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5001,MEDELLIN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,19,16,96,6,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5034,ANDES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,16,11,55,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5649,SAN CARLOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,16,5,15,3,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5142,CARACOLI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,15,1,4,8,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5004,ABRIAQUI,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,12,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5129,CALDAS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,12,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5842,URAMITA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,11,8,10,1.33,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5264,ENTRERRIOS,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,10,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5628,SABANALARGA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,7,5,8,1.76,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5044,ANZA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,7,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5021,ALEJANDRIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5501,OLAYA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5761,SOPETRAN,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,6,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5091,BETANIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,4,22,5.5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5150,CAROLINA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5310,GOMEZ PLATA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,1,2,2,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5380,LA ESTRELLA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,5,25,5,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5042,SANTAFE DE ANTIOQUIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,5,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5209,CONCORDIA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,3,12,4,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5086,BELMIRA,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,3,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
5,ANTIOQUIA,5647,SAN ANDRES,FRUTALES,AGUACATE,AGUACATE,AGUACATE,2011,2011,2,0,0,,FRUTO FRESCO,PERSEA AMERICANA MILL.,PERMANENTE
